,Unnamed: 0,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,review_clean
10,10,5,True,"11 23, 2008",A3TS9EQCNLU0SM,0005092663,{'Format:': ' DVD'},Amazon Customer,Watch this and learn how we ended up in the state we are in as a dying country.,Excellent Viewing,1227398400,7.0,,end die state country learn watch
11,11,4,True,"11 24, 2016",A2QWTVQ90KYZZP,0005092663,{'Format:': ' DVD'},FASTEDDY,REALLY ENJOYED,Four Stars,1479945600,,,enjoy really
12,12,5,True,"09 4, 2016",AK1BZVQ7X9EJR,0005092663,{'Format:': ' DVD'},GCK,excellent as usual,Five Stars,1472947200,,,excellent usual
13,13,5,True,"08 10, 2016",ADUN41PCA098H,0005092663,{'Format:': ' DVD'},Dagny Dibona,"A great read.  So much historical info.  Thank you,",A great read. So much historical info,1470787200,,,info great read thank historical much
14,14,5,True,"11 20, 2014",A1R6FXSZVCIJKK,0005092663,{'Format:': ' DVD'},Kindle Customer,Should be a must read,Five Stars,1416441600,,,read must
15,15,5,True,"11 19, 2014",A3JUFDBFDX0A0J,0005092663,{'Format:': ' VHS Tape'},Stan Laurel,Well done video with important information that Americans should know.,Americans should see this.,1416355200,,,well know video important do american information
16,16,2,True,"05 2, 2014",A38KRRY00H5TEY,0005092663,{'Format:': ' VHS Tape'},Trish,"While there was a lot of information in this piece (some of it coming at your faster than a freight train, another down side of the video), there is no doubt that it was produced as right-wing propaganda, which means I'm not able to use it as I hoped (for my children's home schooling). One large section of the video is a series of quotes from historical U. S. leaders, mentioning God and/or the Bible -- the quotes are simply inserted without any background or even a common-ground to relate each of them.",Lots of Info. But Mostly a Right-Wing Agenda Pusher,1398988800,2.0,,video school mention common-ground able home side leader large freight and/or use piece i'm mean train doubt quote come produce without right-wing information propaganda relate faster background god section bible one simply another lot children's series insert hop even historical
17,17,5,False,"01 3, 2014",A3PTHV9RUWNLU2,0005092663,{'Format:': ' DVD'},David Christhilf,"There is an essential message here that is not being told in society today.  People claim that this nation was not founded on Christianity, and that the writers of the Constitution were actually Deists rather than Christians.  There is a preponderance of evidence over centuries of time presented here, including the wording of documents such as the Mayflower Compact, that establish the Christian heritage of this nation unapologetically beyond refute, as a matter of history.  The other story that is not being told is the origins and destructive objectives of organizations such as Planned Parenthood and the American Civil Liberties Union (ACLU).  The founder of Planned Parenthood was interested in eugenics, and specifically in reducing the number of Blacks to survive being born in this country.  Efforts by the ACLU to remove prayer and the Bible from school are shown to be in direct conflict with the statements by the founding fathers about what they considered to be essential for a proper education that would equip the youth of this country for effective citizenship.  The redefinition of marriage to include homosexual relationships is shown to be tearing at the fabric of the traditional family, and of the stability of our society.  We HAVE become A Nation Adrift, and much of that comes from ignorance of how this country was founded, and of the sacrifices that were made along the way.  This DVD would be beneficial for viewing in every home, school, and church in this country.",This should be esential reading for everyone in the USA.,1388707200,,,black relationship fabric parenthood much destructive country unapologetically way liberty marriage education document origins presented word compact traditional actually found specifically claim eugenics today direct christian organization mayflower dvd interested constitution ignorance adrift citizenship consider bible conflict show make american sacrifice christian establish society founder redefinition beyond youth preponderance home objective beneficial father become come number effort equip school time would history christianity message civil founding church refute prayer nation proper matter include effective writer remove deist reduce view plan born heritage story along stability union tear include evidence homosexual people century tell essential survive every statement family aclu rather
18,18,4,True,"10 23, 2013",A22E627EBTSX4T,0005092663,{'Format:': ' DVD'},Jennifer McCoy,"Haters will say this is biased, that the founding fathers were not christians, or that they were deists...and maybe that's true for some of the ff. But this documentary is very informative. Our nation started as something it is most certainly not anymore. And we are falling. This movie gives insight as to why.",Haters gonna hate,1382486400,2.0,,christian deists...and fall give certainly bias insight documentary something father maybe informative true movie hater that's found start anymore say nation ff
19,19,5,True,"10 11, 2013",A1SJ5KDJF2BQAT,0005092663,{'Format:': ' DVD'},L. Bridges,What a great video that gives the early history of our great country!  I'd highly recommend this to everyone - especially for school children that are not learning the history of our country.,Interesting and educational video about our great country!,1381449600,,,child video give i'd great country learn school early highly especially recommend history everyone
20,20,4,True,"05 14, 2013",ACKXVXZPO0XZF,0005092663,{'Format:': ' DVD'},T. Halley Newman,"This video presents a very good capsular History of our country and its founding principles.  It the progresses on through the history of america and how the fabric of what once made her an unusual nation began to deteriorate.  America was founded through a war that broke the shackles of a tyrant King George and on the basis of religious freedom. Many were still not free and so a second war would ensue .  Family, Faith, personal responsibility, generosity, work, morality, integrity and freedom are all part of that legacy.  Oven the decades those have been eroded.  This is the story of how and when it happened.",A Nation Adrift purchased fro Amazon,1368489600,2.0,,second fabric work country responsibility erode freedom america oven founded war video deteriorate many happen legacy faith capsular religious decade part progress shackle make principle morality free good would history break unusual founding begin tyrant integrity still nation ensue present basis story george king personal family generosity
21,21,5,True,"02 14, 2013",A393FE9USJGVLU,0005092663,{'Format:': ' DVD'},Cakraft,I found this dvd put together with historical facts and visuals that kept my interest in the issues discussed. would recommend 6-12 grade classes watching this.,better than expected,1360800000,,,kept discuss class together watch dvd find would recommend put visuals issue interest grade historical fact
22,22,5,True,"06 14, 2012",ASDTPYYN9SMLU,0005092663,{'Format:': ' DVD'},Earl,"Well done!  I will definitely be showing this to my children when they get a little older.  This is the documentary you will never see in our public school system these days.  Ironically, it is the one documentary that you should have to see before you graduate.  It is amazing how far our country has fallen from the original intentions of our Founding Fathers.  This is a great reminder of what liberalism and political correctness has done to the United States of America.",A must see for all Americans,1339632000,6.0,,child get far intention documentary liberalism definitely never day father great amazing country school fall public system ironically graduate reminder little political founding well one correctness do united america old state see original showing
23,23,5,True,"10 24, 2009",A1E7VTRDMI4XMV,0005092663,{'Format:': ' DVD'},Harold,Really excellent piece of work showing the beliefs of the founding fathers and what is happening now to our nation.,Freedom and Religon under attack,1256342400,,,excellent father beliefs work happen piece nation show really found
24,24,5,True,"11 2, 2002",A1HP3B92A3JDQ1,0005019281,{'Format:': ' DVD'},OmegaWolf747,"Of course it's impossible to separate Henry Winkler from his famous Fonzie persona, but he actually does a great job as a Scrooge-character in this movie.  His performance is quiet and subdued, not overdone as we might expect from such an intense actor.  I thought Winkler did a great job chaning out of his Fonzie image and taking on the roll of an embittered and lonely miser. Actually the characters Winkler plays aren't all that different from each other.  Slade felt abandoned and betrayed by those he'd loved, and Fonzie was also abandoned by his parents.  Winkler's parents turned their backs on him when he was a young man because he wanted to be an actor instead of following the family business.  I believe that's why he does rolls like this so well. I was quite surprised to find this movie available on DVD and have gladly purchased it to add to my collection of Christmas movies.",The Fonz as Scrooge,1036195200,4.0,,surprised winkler's betray find thought performance quite character overdo like love intense movie add take actually fonzie might image young job subdue abandon turn scrooge-character expect miser roll great roll different lonely want dvd movie actor play that's course persona back business separate believe collection chaning purchase gladly felt also he'd man henry slade parent christmas quiet embitter instead impossible winkler famous well available family follow
25,25,5,False,"01 28, 2002",AZB4CQ9JZSUQB,0005019281,{'Format:': ' DVD'},Eric Pregosin,"When this first aired in 1979, I enjoyed it so much I clean forgot it was ""A Christmas Carol"".  I wanted to see it over and over again thoughout the year.  When I finally got a copy on VHS, I got that wish.  Now I finally got the DVD copy and am I glad.  To see Henry Winkler as the best Scrooge or variation on him since Alistair Sim in the 1951 version now on DVD is a treat for the gods.  Although I have both the 1984 and 1999 made for television films made with George Scott and Patrick Stewart on DVD, this version was the first attempt to bring the classic Dickens tale to the small screen. It is as just as enjoyable today as it was 20 plus years ago, and this way it will live forever.  Get it now and on disc before it gets away.",A Christmas Carol to be remembered,1012176000,3.0,,television away much way glad disc scrooge scott enjoyable get treat god today want clean dvd thoughout vhs dickens although make sim alistair live forever stewart variation first copy version screen get attempt forget patrick ago finally see year henry plus aired christmas bring film tale enjoy since carol best classic winkler george year get small wish
26,26,3,False,"12 11, 2001",A17TPT3FWAE5T1,0005019281,{'Format:': ' VHS Tape'},Matthew Spady,"If you already have (and love) the Alistair Sim version (Scrooge, 1951), the Reginald Owen version (1938) and Mr. Magoo's Christmas Carol (no, I'm not kidding, it's beautifully done), this will be an interesting film for comparison. Two good points stand out for this version of Dicken's classic Christmas story: 1) Since it is an adaptation, set in a different time and place from the original (Depression-era New England), deviations from the text and basic plot-line, are not as bothersome as they are in the films that adapt the story in ""Dickensian"" England. 2) Henry Winkler, who, at the time, was playing against his well-known Fonz character, gives an excellent characterization to the Scrooge-like Benedict Slade. George C. Scott and Albert Finney give detailed performances as Scrooge in their version, and the films that feature them have good production values -- and, in the case of the Finney version a couple of good songs -- but the deviations in text in the Scott version and the added material in the Finney version (Scrooge in hell -- what?) are both unnecessary and more than a little annoying.",An interesting contrast to more traditional versions,1008028800,31.0,,give performance plot-line hell adaptation magoo's feature dickensian song albert character mr scrooge bothersome value scott point england already different owen interest fonz little kid love characterization new annoy original sim alistair place add reginald material good give adapt detailed benedict couple unnecessary dicken's version time scrooge-like well-known production depression-era henry slade case christmas text film play finney i'm since carol set two classic story excellent comparison basic winkler george deviation do beautifully film stand
27,27,4,False,"10 19, 2001",A3P98J5DZ00A75,0005019281,{'Format:': ' DVD'},Ken Roberts,"Henry Winkler proves his acting ability in this American version of the Dickens classic. One will actually forget that he was 'The FONZ' and will be amazed at his transformation from nice guy to mean guy back to nice guy. The general feel of this movie, though, is grey. That's the best way to describe it. But then, it was a bleak grey time in American history, with the Great Depression and all. When Dickens originally wrote the book, it was a grey time in England's history as well, so the subdued feeling one gets while watching this 'modern' version fits in well with the spirit of the original story. A nice twist (sorry, Oliver!) to a true classic. By the way, for my money, the finest original version out there is the George C. Scott version followed closely by Alistair Sim.",grey,1003449600,62.0,,feel nice oliver way bleak grey true movie twist sorry spirit actually amaze scott subdue book modern great feel money dickens ability fonz that's prove one transformation back original alistair sim american acting follow fine version time fit history write general england's henry watch describe best forget classic story mean though winkler closely originally george well get guy depression
28,28,4,False,"09 12, 2000",A3S1YI6MC7832G,0005019281,{'Format:': ' VHS Tape'},Reviewer,"Being a huge fan of this classic, I own dozens of versions and this one  adds a nice variety.  The twists and changes to this timeless story truly  do justice to the original and the performances, for the most part, are  stellar.  If you're looking for the same feel good movie but in a new  setting, this one's for you.",A Great New Version of a Wonderful Old Story,968716800,2.0,,timeless performance nice stellar twist good set one's truly version feel variety classic story add huge dozen movie one fan part new change look original justice
29,29,5,True,"01 30, 2018",A131408USYVUN5,0005019281,{'Format:': ' DVD'},Conrad R. Naugle,as described,Five Stars,1517270400,,,described
30,30,5,True,"01 25, 2018",A2U7DG83EXUSFP,0005019281,{'Format:': ' DVD'},Donald R. Brandeberry,A good movie with morals,Family movie,1516838400,,,movie good moral
31,31,5,True,"01 11, 2018",A1NMYH2IITNOC4,0005019281,{'Format:': ' DVD'},Karen Ridge,Love the movie.,Great movie.,1515628800,,,love movie
32,32,5,True,"01 5, 2018",A1DCI4344E1O3P,0005019281,{'Format:': ' Amazon Video'},Bob,This TV movie brought back fond memories of the first time my wife and I watched it in the late 70's. Henry Winkler did a great job with the character of an American Scrooge. It was radical change from the Fonz.,Henry Winkler did a great job with the character of an American Scrooge,1515110400,,,tv henry change great first bring radical time wife memory fonz movie winkler fond character scrooge late back watched job american
33,33,5,False,"01 5, 2018",A1XQVED2NX33TN,0005019281,{'Format:': ' DVD'},In my opinion...,"More of a 'modern' version of the classic.  I didn't think I'd be impressed when my parents took this out but I gave it a try and have to say...what a great adaptation.  The cast was great, Winkler was exceptional.  I was very happy to see this on Amazon and happened to catch it when the price went way down so I snapped it up.  Great timeless classic...and Winkler really surprised me with his portrayal.","Was happily surprised...great version, esp for a TV rendition.",1515110400,,,impressed snap surprised exceptional timeless modern i'd take say...what happened parent great adaptation amazon price classic...and way classic version go happy cast catch winkler really try think see portrayal give
34,34,5,True,"12 30, 2017",A29HHWJB3JYPX7,0005019281,{'Format:': ' DVD'},Joanne M. Jackson,Perfect!,Five Stars,1514592000,,,perfect
35,35,5,True,"12 21, 2017",AZPHVD6XM61V,0005019281,{'Format:': ' DVD'},Ronald Dickens,"A rare classic,  a good movie.",a good movie.,1513814400,,,rare movie good classic
36,36,5,True,"10 18, 2017",ARSGS4RQUVL1O,0005019281,{'Format:': ' Amazon Video'},M. Smith,The Christmas Carol is my all time favorite story.  I haven't found a version that I haven't disliked yet.  This one was no exception.  Henry Winkler did an awesome joy portraying the Scrooge like character.,The Christmas Carol is my all time favorite story. I haven't found a version that I ...,1508284800,,,favorite henry exception joy portray christmas carol dislike awesome yet story version like time find winkler one character scrooge
37,37,5,True,"10 9, 2017",A21A5AK06GGXRT,0005019281,{'Format:': ' DVD'},Julie Hemenway,"Heard about this movie saw it years ago. Husband wanted to see it, I just added it to my christmas movie collection.",Heard about this movie saw it years ago. Husband ...,1507507200,,,heard ago add year christmas collection saw movie want see husband
38,38,5,True,"06 19, 2017",A3Q7WXBOTKP05H,0005019281,{'Format:': ' DVD'},robert leib,Great movie thank you !!!,Five Stars,1497830400,,,great movie thank
39,39,3,True,"06 15, 2017",A101IGU6UDKW3X,0005019281,{'Format:': ' Amazon Video'},DorothyZ,Well made Christmas movie. It's a little slow but sweet natured.,It's a little slow but sweet natured.,1497484800,,,well christmas sweet little movie natured make slow
40,40,5,True,"05 12, 2017",A2BY5BZZ5UAV9B,0005019281,{'Format:': ' Blu-ray'},Charles J. Mercik,Great spin on the Classic Christmas Story by the master C. Dickens...,Five Stars,1494547200,,,dickens christmas great spin master classic story
41,41,5,True,"04 30, 2017",AN61PQENFFEUR,0005019281,{'Format:': ' DVD'},Amazon Customer,"Great product, fast shipping",Five Stars,1493510400,,,ship product great fast
42,42,5,True,"03 13, 2017",A1RAPP3YN10O53,0005019281,{'Format:': ' DVD'},Amazon Customer,"We loved it. Henry Winkler is a great actor and we missed it not being on TV this year, so we had to buy it for our collection.  Thanks",Henry Winkler A Christmas Carol,1489363200,,,tv henry great collection love actor thanks winkler buy year miss
43,43,4,True,"03 7, 2017",A2L3Y17SPNJ918,0005019281,{'Format:': ' DVD'},DLAllen,This movie is better than it ought to be. Authentic settings and costuming for America 1930's Depression Era. The Scrooge character really does a good changeover. In old TV 4:5 ratio.,Fronz does us proud!,1488844800,,,tv good authentic ought changeover old good movie really costuming setting character america scrooge ratio era depression
44,44,5,True,"03 7, 2017",A0160612BLIWRHROHLLE,0005019281,{'Format:': ' Amazon Video'},BKelley56,Good movie,Five Stars,1488844800,,,movie good
45,45,3,True,"03 2, 2017",A340KTL9KUGYB7,0005019281,{'Format:': ' DVD'},Mike Donnelly,OK,Three Stars,1488412800,,,ok
46,46,4,True,"02 22, 2017",AM87PNTXTKLOI,0005019281,{'Format:': ' DVD'},Frank  Mottis,Love this movie it is a twist from the Original!,Four Stars,1487721600,,,love movie twist original
47,47,5,True,"02 21, 2017",A3I6UVX7UWDYJM,0005019281,{'Format:': ' DVD'},Amazon Customer,great adaptation of dickens classic Henry winkler is a gifted actor,Five Stars,1487635200,,,dickens great adaptation gift actor henry winkler classic
48,48,5,True,"02 21, 2017",A65UCXN2TPSGC,0005019281,{'Format:': ' DVD'},Frank Annis,I have been looking for this dvd for a long time. Love Henry Winkler in the movie,Love Henry Winkler in the,1487635200,,,time long love henry look movie dvd winkler
49,49,5,True,"02 16, 2017",A1S0IJ7JP3XQA6,0005019281,{'Format:': ' DVD'},John A Skiba,"There are MANY versions of ""A Christmas Carol"" out there. In my humble opinion, this feature length story, set in America during the Great Depression, starring Henry Winkler in the ""Scrooge"" role, is BY FAR the finest interpretation of the classic story. It's as Dickens would have written if he had lived in America in the 1930's. The human drama is REAL, and the joyful ending brings Dickens' ending into the American culture. BIG smile !",The FINEST interpretation of Dickens' classic short story !,1487203200,,,opinion human far length henry many fine big christmas interpretation great smile version carol set real end classic story feature star dickens would drama lived winkler write joyful brings america scrooge role culture american depression humble
50,50,5,True,"01 31, 2017",AFOSVGL2LYWIF,0005019281,{'Format:': ' Amazon Video'},ponygirl357,I've watching this movie for several Christmas seasons and I just love it!,A favorite of mine!,1485820800,,,watch christmas i've season love several movie
51,51,5,True,"01 22, 2017",ADMM2Y62J94LF,0005019281,{'Format:': ' DVD'},Caz Bowyer,this is my all time fav christmas movie.  if you haven't seen this version you need to check it out at least once in your life.,this is my all time fav christmas movie. if ...,1485043200,,,least christmas version time life movie fav see check need
52,52,4,True,"01 18, 2017",A35OBW84S3ZNHC,0005019281,{'Format:': ' Amazon Video'},ktvdpv,Certainly not the best or my favorite but still very enjoyable!,Four Stars,1484697600,,,enjoyable still favorite best certainly
53,53,5,True,"01 15, 2017",A2XO8WMP380UL,0005019281,{'Format:': ' DVD'},mary martin,Always loved this version of a Christmas Carol.,one of my favorite Christmas movies,1484438400,,,love christmas always carol version
54,54,5,True,"01 13, 2017",A1X0LEXETI5G46,0005019281,{'Format:': ' DVD'},Amazon Customer,"Henry Winkler, cute as ever.  This movie is a nice addition to my Christmas Carol collection.",This movie is a nice addition to my Christmas Carol collection,1484265600,,,christmas addition ever collection nice henry movie carol winkler cute
55,55,5,True,"01 11, 2017",ADRU3A5DLUE3E,0005019281,{'Format:': ' DVD'},Rhonda Jackson,Good movie. Good buy.,Five Stars,1484092800,,,movie good buy
56,56,4,True,"01 6, 2017",A3PYWQ75W98M50,0005019281,{'Format:': ' Amazon Video'},liz brennan,good,Four Stars,1483660800,,,good
57,57,4,True,"01 5, 2017",A3AKTNMH6TMCQA,0005019281,{'Format:': ' Amazon Video'},Norman A,"Found ""An American Christmas Carol"" to be enjoyable. In my opinion, it didn't rise to the level of the film versions of the Dickens Christmas Carol, but it was worth watching.","Found ""An American Christmas Carol"" to be enjoyable. In ...",1483574400,,,enjoyable opinion worth christmas watch version carol dickens find rise level american film
58,58,5,True,"01 5, 2017",APDQEBD3PCDNG,0005019281,{'Format:': ' Amazon Video'},diane,Fantastic movie,Five Stars,1483574400,,,fantastic movie
59,59,4,True,"01 4, 2017",A1HSTN0YLV0KX8,0005019281,{'Format:': ' Amazon Video'},S Libby,Henry Winkler was great in this.,"Kind of like A Christmas Carol, Scrooge.",1483488000,,,great henry winkler
60,60,3,True,"01 4, 2017",A3AV0IRT0TO3ZD,0005019281,{'Format:': ' Amazon Video'},Alma T. in Baltimore,Is among my favorite updated versions of A Christmas Carol.,Three Stars,1483488000,,,among christmas update favorite version carol
61,61,5,True,"01 2, 2017",A1B4RZ1OFSLYQW,0005019281,{'Format:': ' Amazon Video'},Daniel B. Luber,"I've always loved watching ""American Christmas Carol"". Tradition in our family.",Five Stars,1483315200,,,love christmas watch always tradition i've carol family american
62,62,5,True,"01 2, 2017",AJ2K0TOX7XW01,0005019281,{'Format:': ' Amazon Video'},S. WELLFORD,"This movie is really good,I loved it",An American Christmas Carol,1483315200,,,"love movie really good,i"
63,63,3,True,"01 2, 2017",AVSLEL5LAY67Q,0005019281,{'Format:': ' Amazon Video'},OP,It was OK but not the best.,OK but not great.,1483315200,,,ok best
64,64,5,True,"12 31, 2016",A2DVSU8ZZ93H3Y,0005019281,{'Format:': ' DVD'},Mary L. Govoni,Wonderful movie. Well made and Henry Winkler was amazing in this roll.,Five Stars,1483142400,,,well roll wonderful henry amazing movie winkler make
65,65,4,True,"12 30, 2016",A1A0O4ZP39W2TW,0005019281,{'Format:': ' Amazon Video'},kandersen,"My husband and I were looking for a Christmas movie to watch and stumbled across this one randomly. We chose it because of Henry Winkler. We were both pleasanly surprised at how much we liked it. It was a nice update on the classic story, even though it's ""old"" now. We both recommend it.",A nice surprise,1483056000,,,surprise chose nice henry pleasanly much christmas update classic randomly across stumbled story watch old though recommend movie winkler one like look even husband
66,66,5,True,"12 29, 2016",A20ILGIRTI1A3J,0005019281,{'Format:': ' DVD'},michael rute,Great,Five Stars,1482969600,,,great
67,67,2,True,"12 29, 2016",A3BPS2OLX3B2TO,0005019281,{'Format:': ' Amazon Video'},SabinaDeMartini,"Hate to say it, but this is an example of a re-make falling short of the mark.",Stick with the classic version,1482969600,,,re-make hate say example fall short mark
68,68,4,True,"12 29, 2016",A2LPFBAOMC749J,0005019281,{'Format:': ' Amazon Video'},Toots,A great contemporary perspective of A Christmas Carol!,Great!,1482969600,,,christmas great carol contemporary perspective
